linha;saving_km;cod_i;cod_j;status;motivo;metodo;tempo_ms;n_pdvs;peso_teste;t_atend_teste;t_total_teste;t_min_desloc
0;50.213;7.0;27.0;OK;;Exato;0.0;2;886.0;57.33;135.98000000000002;71.73333333333333
1;47.786;5.0;45.0;OK;;Exato;0.0;2;999.0;64.66;132.94333333333333;61.016666666666666
2;47.401;7.0;5.0;OK;;Exato;0.0;4;1885.0;121.99;210.05666666666667;61.016666666666666
3;47.401;7.0;45.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
4;45.198;5.0;27.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
5;45.198;5.0;7.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
6;44.929;7.0;28.0;OK;;Exato;0.0;5;2003.0;142.66;249.89333333333332;61.016666666666666
7;44.303;26.0;28.0;OK;;Exato;1.9602775573730469;6;3756.5;343.65999999999997;451.40999999999997;61.016666666666666
8;44.026;1.0;27.0;FALHA;ATENDIMENTO;;0.0;7;11052.2;644.66;0.0;0.0
9;43.992;14.0;45.0;OK;;Exato;16.987085342407227;7;4215.0;373.98999999999995;487.1066666666666;56.91666666666667
10;43.714;47.0;27.0;FALHA;TEMPO_TOTAL;Exato;102.72765159606934;8;4472.5;395.65999999999997;511.60999999999996;56.91666666666667
11;43.545;20.0;28.0;FALHA;TEMPO_TOTAL;Exato;93.71447563171387;8;4466.5;398.31999999999994;514.7033333333333;56.91666666666667
12;43.442;7.0;36.0;FALHA;TEMPO_TOTAL;Exato;87.76545524597168;8;4456.0;400.65999999999997;516.5266666666666;56.91666666666667
13;43.314;14.0;5.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
14;43.263;7.0;26.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
15;43.22;7.0;29.0;FALHA;TEMPO_TOTAL;Exato;94.74587440490723;8;4867.0;409.31999999999994;530.7866666666666;56.91666666666667
16;43.105;33.0;27.0;FALHA;TEMPO_TOTAL;Exato;89.76078033447266;8;4745.5;409.65999999999997;528.2766666666666;56.91666666666667
17;43.043;1.0;7.0;FALHA;ATENDIMENTO;;0.0;8;11510.7;674.99;0.0;0.0
18;42.762;14.0;7.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
19;42.762;14.0;27.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
20;42.702;28.0;26.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
21;42.612;9.0;27.0;FALHA;TEMPO_TOTAL;Exato;100.69465637207031;8;4571.0;403.98999999999995;523.8566666666666;56.91666666666667
22;42.606;10.0;27.0;FALHA;TEMPO_TOTAL;Exato;100.13771057128906;8;4582.5;399.65999999999997;519.61;56.91666666666667
23;42.531;28.0;27.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
24;42.322;22.0;28.0;FALHA;PESO;;0.0;8;14129.3;0.0;0.0;0.0
25;42.306;36.0;27.0;FALHA;TEMPO_TOTAL;Exato;99.86281394958496;8;4456.0;400.65999999999997;516.5266666666666;56.91666666666667
26;42.299;29.0;27.0;FALHA;TEMPO_TOTAL;Exato;101.80258750915527;8;4867.0;409.31999999999994;530.7866666666666;56.91666666666667
27;42.245;47.0;7.0;FALHA;TEMPO_TOTAL;Exato;100.61144828796387;8;4472.5;395.65999999999997;511.60999999999996;56.91666666666667
28;42.129;26.0;27.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
29;42.084;5.0;14.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
30;42.084;7.0;14.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
31;42.076;11.0;27.0;FALHA;TEMPO_TOTAL;Exato;120.87273597717285;8;4408.0;393.98999999999995;513.99;56.91666666666667
32;42.075;49.0;27.0;FALHA;TEMPO_TOTAL;Exato;108.21676254272461;8;5453.5;430.98999999999995;551.7233333333332;56.91666666666667
33;41.761;7.0;2.0;FALHA;TEMPO_TOTAL;Exato;118.66879463195801;8;4382.5;398.31999999999994;513.8699999999999;56.91666666666667
34;41.601;24.0;27.0;FALHA;TEMPO_TOTAL;Exato;93.77574920654297;8;4269.5;390.98999999999995;514.5233333333333;56.91666666666667
35;41.441;20.0;26.0;FALHA;TEMPO_TOTAL;Exato;91.75467491149902;8;4466.5;398.31999999999994;514.7033333333333;56.91666666666667
36;41.425;38.0;27.0;FALHA;TEMPO_TOTAL;Exato;91.75491333007812;8;5462.0;432.65999999999997;550.4599999999999;56.91666666666667
37;41.39;36.0;28.0;FALHA;TEMPO_TOTAL;Exato;91.75419807434082;8;4456.0;400.65999999999997;516.5266666666666;56.91666666666667
38;41.27;20.0;27.0;FALHA;TEMPO_TOTAL;Exato;108.43229293823242;8;4466.5;398.31999999999994;514.7033333333333;56.91666666666667
39;41.235;33.0;7.0;FALHA;TEMPO_TOTAL;Exato;88.99855613708496;8;4745.5;409.65999999999997;528.2766666666666;56.91666666666667
40;41.044;47.0;28.0;FALHA;TEMPO_TOTAL;Exato;90.40307998657227;8;4472.5;395.65999999999997;511.60999999999996;56.91666666666667
41;40.997;9.0;7.0;FALHA;TEMPO_TOTAL;Exato;88.01555633544922;8;4571.0;403.98999999999995;523.8566666666666;56.91666666666667
42;40.996;49.0;7.0;FALHA;TEMPO_TOTAL;Exato;90.18659591674805;8;5453.5;430.98999999999995;551.7233333333332;56.91666666666667
43;40.968;38.0;7.0;FALHA;TEMPO_TOTAL;Exato;90.48175811767578;8;5462.0;432.65999999999997;550.4599999999999;56.91666666666667
44;40.838;28.0;7.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
45;40.83;29.0;7.0;FALHA;TEMPO_TOTAL;Exato;90.08026123046875;8;4867.0;409.31999999999994;530.7866666666666;56.91666666666667
46;40.737;10.0;7.0;FALHA;TEMPO_TOTAL;Exato;89.64729309082031;8;4582.5;399.65999999999997;519.61;56.91666666666667
47;40.553;45.0;5.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
48;40.486;27.0;7.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
49;40.475;1.0;28.0;FALHA;ATENDIMENTO;;0.0;8;11510.7;674.99;0.0;0.0
50;40.452;7.0;1.0;FALHA;ATENDIMENTO;;0.0;8;11510.7;674.99;0.0;0.0
51;40.436;26.0;7.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
52;40.436;36.0;7.0;FALHA;TEMPO_TOTAL;Exato;90.75784683227539;8;4456.0;400.65999999999997;516.5266666666666;56.91666666666667
53;40.323;45.0;7.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
54;40.299;7.0;37.0;FALHA;TEMPO_TOTAL;Exato;92.75197982788086;8;4830.5;407.65999999999997;523.56;55.55
55;40.241;28.0;36.0;FALHA;TEMPO_TOTAL;Exato;95.74389457702637;8;4456.0;400.65999999999997;516.5266666666666;56.91666666666667
56;40.206;11.0;7.0;FALHA;TEMPO_TOTAL;Exato;91.75443649291992;8;4408.0;393.98999999999995;513.99;56.91666666666667
57;40.171;29.0;28.0;FALHA;TEMPO_TOTAL;Exato;88.76276016235352;8;4867.0;409.31999999999994;530.7866666666666;56.91666666666667
58;40.169;2.0;27.0;FALHA;TEMPO_TOTAL;Exato;90.75713157653809;8;4382.5;398.31999999999994;513.8699999999999;56.91666666666667
59;40.011;7.0;38.0;FALHA;TEMPO_TOTAL;Exato;90.75736999511719;8;5462.0;432.65999999999997;550.4599999999999;56.91666666666667
60;39.958;26.0;36.0;FALHA;TEMPO_TOTAL;Exato;105.85951805114746;8;4456.0;400.65999999999997;516.5266666666666;56.91666666666667
61;39.953;47.0;36.0;OK;;Exato;0.0;2;498.5;48.34;126.67333333333335;71.65
62;39.932;45.0;27.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
63;39.782;35.0;27.0;FALHA;ATENDIMENTO;;0.0;8;10942.3;630.99;0.0;0.0
64;39.782;33.0;28.0;FALHA;TEMPO_TOTAL;Exato;97.52440452575684;8;4745.5;409.65999999999997;528.2766666666666;56.91666666666667
65;39.751;50.0;27.0;FALHA;TEMPO_TOTAL;Exato;89.76030349731445;8;4787.5;409.65999999999997;525.5433333333333;56.733333333333334
66;39.731;24.0;7.0;FALHA;TEMPO_TOTAL;Exato;91.75419807434082;8;4269.5;390.98999999999995;514.5233333333333;56.91666666666667
67;39.709;2.0;28.0;FALHA;TEMPO_TOTAL;Exato;88.94610404968262;8;4382.5;398.31999999999994;513.8699999999999;56.91666666666667
68;39.674;36.0;26.0;FALHA;TEMPO_TOTAL;Exato;891.5205001831055;9;4713.5;422.3299999999999;540.1966666666666;56.91666666666667
69;39.673;47.0;5.0;FALHA;TEMPO_TOTAL;Exato;903.5334587097168;9;4713.5;422.3299999999999;540.1966666666666;56.91666666666667
70;39.673;47.0;45.0;FALHA;TEMPO_TOTAL;Exato;1078.5279273986816;9;4713.5;422.3299999999999;540.1966666666666;56.91666666666667
71;39.638;22.0;26.0;FALHA;PESO;;0.0;8;14129.3;0.0;0.0;0.0
72;39.577;20.0;7.0;FALHA;TEMPO_TOTAL;Exato;109.26365852355957;8;4466.5;398.31999999999994;514.7033333333333;56.91666666666667
73;39.535;41.0;27.0;FALHA;TEMPO_TOTAL;Exato;102.35810279846191;8;5346.5;430.31999999999994;551.8199999999999;56.91666666666667
74;39.513;7.0;47.0;FALHA;TEMPO_TOTAL;Exato;1100.1651287078857;9;4713.5;422.3299999999999;540.1966666666666;56.91666666666667
75;39.493;50.0;28.0;FALHA;TEMPO_TOTAL;Exato;102.74958610534668;8;4787.5;409.65999999999997;525.5433333333333;56.733333333333334
76;39.49;22.0;27.0;FALHA;PESO;;0.0;8;14129.3;0.0;0.0;0.0
77;39.487;47.0;29.0;OK;;Exato;0.0;3;1150.5;83.67;166.00333333333333;71.03333333333333
78;39.476;5.0;28.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
79;39.424;1.0;5.0;FALHA;ATENDIMENTO;;0.0;8;11510.7;674.99;0.0;0.0
80;39.423;1.0;45.0;FALHA;ATENDIMENTO;;0.0;8;11510.7;674.99;0.0;0.0
81;39.378;47.0;26.0;FALHA;LOWER_BOUND;;0.0;10;5365.5;457.65999999999997;0.0;56.91666666666667
82;39.377;28.0;29.0;FALHA;LOWER_BOUND;;0.0;10;5365.5;457.65999999999997;0.0;56.91666666666667
83;39.306;7.0;20.0;FALHA;TEMPO_TOTAL;Exato;106.10485076904297;8;4466.5;398.31999999999994;514.7033333333333;56.91666666666667
84;39.278;37.0;27.0;FALHA;TEMPO_TOTAL;Exato;125.40555000305176;8;4830.5;407.65999999999997;523.56;55.55
85;39.258;11.0;45.0;FALHA;TEMPO_TOTAL;Exato;111.00912094116211;8;4408.0;393.98999999999995;513.99;56.91666666666667
86;39.228;29.0;36.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
87;39.215;7.0;9.0;FALHA;TEMPO_TOTAL;Exato;96.97890281677246;8;4571.0;403.98999999999995;523.8566666666666;56.91666666666667
88;39.195;36.0;29.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
89;39.094;26.0;29.0;FALHA;LOWER_BOUND;;0.0;10;5365.5;457.65999999999997;0.0;56.91666666666667
90;39.048;17.0;27.0;FALHA;TEMPO_TOTAL;Exato;103.95336151123047;8;4886.0;408.65999999999997;536.0433333333333;56.91666666666667
91;39.038;1.0;36.0;OK;;Exato;0.0;4;8446.2;384.67;475.9866666666667;71.03333333333333
92;39.018;13.0;27.0;FALHA;TEMPO_TOTAL;Exato;96.97127342224121;8;4238.0;388.65999999999997;511.5433333333333;55.483333333333334
93;38.981;20.0;36.0;FALHA;TEMPO_TOTAL;Exato;0.0;5;8697.7;409.0;510.83333333333337;71.03333333333333
94;38.973;7.0;10.0;FALHA;TEMPO_TOTAL;Exato;97.02301025390625;8;4582.5;399.65999999999997;519.61;56.91666666666667
95;38.961;31.0;43.0;OK;;Exato;0.4477500915527344;2;682.0;54.67;122.18666666666667;59.28333333333333
96;38.917;48.0;27.0;FALHA;TEMPO_TOTAL;Exato;105.99231719970703;8;4573.0;399.98999999999995;523.5899999999999;56.91666666666667
97;38.911;10.0;28.0;FALHA;TEMPO_TOTAL;Exato;103.7600040435791;8;4582.5;399.65999999999997;519.61;56.91666666666667
98;38.816;1.0;29.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
99;38.768;7.0;11.0;FALHA;TEMPO_TOTAL;Exato;122.25556373596191;8;4408.0;393.98999999999995;513.99;56.91666666666667
100;38.752;18.0;28.0;FALHA;PESO;;0.0;8;14807.6;0.0;0.0;0.0
101;38.752;44.0;28.0;FALHA;TEMPO_TOTAL;Exato;117.60783195495605;8;4921.5;412.31999999999994;534.8866666666667;56.1
102;38.75;33.0;36.0;FALHA;TEMPO_TOTAL;Exato;0.0;5;8976.7;420.34000000000003;513.5400000000001;70.13333333333333
103;38.719;7.0;49.0;FALHA;TEMPO_TOTAL;Exato;124.69267845153809;8;5453.5;430.98999999999995;551.7233333333332;56.91666666666667
104;38.715;48.0;45.0;FALHA;TEMPO_TOTAL;Exato;114.03298377990723;8;4573.0;399.98999999999995;523.5899999999999;56.91666666666667
105;38.709;41.0;7.0;FALHA;TEMPO_TOTAL;Exato;116.51849746704102;8;5346.5;430.31999999999994;551.8199999999999;56.91666666666667
106;38.701;2.0;7.0;FALHA;TEMPO_TOTAL;Exato;129.63557243347168;8;4382.5;398.31999999999994;513.8699999999999;56.91666666666667
107;38.663;33.0;5.0;FALHA;TEMPO_TOTAL;Exato;113.90066146850586;8;4745.5;409.65999999999997;528.2766666666666;56.91666666666667
108;38.663;33.0;45.0;FALHA;TEMPO_TOTAL;Exato;118.22223663330078;8;4745.5;409.65999999999997;528.2766666666666;56.91666666666667
109;38.63;26.0;20.0;FALHA;TEMPO_TOTAL;Exato;126.90114974975586;8;4466.5;398.31999999999994;514.7033333333333;56.91666666666667
110;38.63;28.0;20.0;FALHA;TEMPO_TOTAL;Exato;121.58489227294922;8;4466.5;398.31999999999994;514.7033333333333;56.91666666666667
111;38.608;41.0;45.0;FALHA;TEMPO_TOTAL;Exato;101.42397880554199;8;5346.5;430.31999999999994;551.8199999999999;56.91666666666667
112;38.513;24.0;45.0;FALHA;TEMPO_TOTAL;Exato;106.58383369445801;8;4269.5;390.98999999999995;514.5233333333333;56.91666666666667
113;38.495;44.0;18.0;FALHA;LOWER_BOUND;;0.0;2;11299.1;464.33;0.0;60.233333333333334
114;38.455;29.0;26.0;FALHA;PESO;;0.0;11;12661.2;0.0;0.0;0.0
115;38.455;22.0;2.0;OK;;Exato;0.0;2;10081.8;412.0;485.9666666666667;63.416666666666664
116;38.426;9.0;28.0;FALHA;TEMPO_TOTAL;Exato;129.68778610229492;8;4571.0;403.98999999999995;523.8566666666666;56.91666666666667
117;38.425;9.0;5.0;FALHA;TEMPO_TOTAL;Exato;94.74849700927734;8;4571.0;403.98999999999995;523.8566666666666;56.91666666666667
118;38.425;9.0;45.0;FALHA;TEMPO_TOTAL;Exato;100.73399543762207;8;4571.0;403.98999999999995;523.8566666666666;56.91666666666667
119;38.425;49.0;5.0;FALHA;TEMPO_TOTAL;Exato;101.63569450378418;8;5453.5;430.98999999999995;551.7233333333332;56.91666666666667
120;38.424;49.0;45.0;FALHA;TEMPO_TOTAL;Exato;99.79009628295898;8;5453.5;430.98999999999995;551.7233333333332;56.91666666666667
121;38.408;28.0;2.0;FALHA;PESO;;0.0;9;14296.8;0.0;0.0;0.0
122;38.408;26.0;2.0;FALHA;PESO;;0.0;9;14296.8;0.0;0.0;0.0
123;38.38;11.0;28.0;FALHA;TEMPO_TOTAL;Exato;97.73707389831543;8;4408.0;393.98999999999995;513.99;56.91666666666667
124;38.368;5.0;36.0;FALHA;PESO;;0.0;11;12661.2;0.0;0.0;0.0
125;38.314;38.0;5.0;FALHA;TEMPO_TOTAL;Exato;100.73304176330566;8;5462.0;432.65999999999997;550.4599999999999;56.91666666666667
126;38.314;38.0;45.0;FALHA;TEMPO_TOTAL;Exato;97.73874282836914;8;5462.0;432.65999999999997;550.4599999999999;56.91666666666667
127;38.304;7.0;33.0;FALHA;TEMPO_TOTAL;Exato;99.83229637145996;8;4745.5;409.65999999999997;528.2766666666666;56.91666666666667
128;38.283;50.0;7.0;FALHA;TEMPO_TOTAL;Exato;98.73747825622559;8;4787.5;409.65999999999997;525.5433333333333;56.733333333333334
129;38.258;29.0;5.0;FALHA;PESO;;0.0;11;12661.2;0.0;0.0;0.0
130;38.258;29.0;45.0;FALHA;PESO;;0.0;11;12661.2;0.0;0.0;0.0
131;38.207;48.0;7.0;FALHA;TEMPO_TOTAL;Exato;97.73755073547363;8;4573.0;399.98999999999995;523.5899999999999;56.91666666666667
132;38.199;23.0;27.0;FALHA;TEMPO_TOTAL;Exato;102.72550582885742;8;5278.5;426.31999999999994;551.8366666666666;56.45
133;38.184;28.0;5.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
134;38.184;28.0;45.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
135;38.165;10.0;5.0;FALHA;TEMPO_TOTAL;Exato;101.16863250732422;8;4582.5;399.65999999999997;519.61;56.91666666666667
136;38.165;10.0;45.0;FALHA;TEMPO_TOTAL;Exato;98.73700141906738;8;4582.5;399.65999999999997;519.61;56.91666666666667
137;38.122;49.0;28.0;FALHA;TEMPO_TOTAL;Exato;102.31304168701172;8;5453.5;430.98999999999995;551.7233333333332;56.91666666666667
138;38.116;20.0;29.0;FALHA;TEMPO_TOTAL;Exato;0.0;5;8697.7;409.0;510.83333333333337;71.03333333333333
139;38.066;33.0;26.0;FALHA;TEMPO_TOTAL;Exato;102.77843475341797;8;4745.5;409.65999999999997;528.2766666666666;56.91666666666667
140;38.058;36.0;2.0;FALHA;PESO;;0.0;6;18528.0;0.0;0.0;0.0
141;38.056;20.0;2.0;FALHA;TEMPO_TOTAL;Exato;0.0;3;10333.3;436.33;515.6966666666667;63.416666666666664
142;38.028;47.0;2.0;FALHA;PESO;;0.0;6;18528.0;0.0;0.0;0.0
143;38.028;29.0;2.0;FALHA;PESO;;0.0;6;18528.0;0.0;0.0;0.0
144;38.01;13.0;7.0;FALHA;TEMPO_TOTAL;Exato;102.90408134460449;8;4238.0;388.65999999999997;511.5433333333333;55.483333333333334
145;37.992;10.0;36.0;OK;;Exato;1.0368824005126953;5;8813.7;410.34000000000003;504.24;69.85
146;37.954;1.0;26.0;FALHA;PESO;;0.0;12;13028.7;0.0;0.0;0.0
147;37.915;27.0;5.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
148;37.914;27.0;45.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
149;37.912;35.0;7.0;FALHA;ATENDIMENTO;;0.0;8;10942.3;630.99;0.0;0.0
150;37.905;24.0;28.0;FALHA;TEMPO_TOTAL;Exato;106.07433319091797;8;4269.5;390.98999999999995;514.5233333333333;56.91666666666667
151;37.904;2.0;36.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
152;37.895;10.0;29.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
153;37.886;33.0;29.0;FALHA;LOWER_BOUND;;0.0;6;9344.2;446.01000000000005;0.0;69.85
154;37.864;36.0;45.0;FALHA;PESO;;0.0;12;13028.7;0.0;0.0;0.0
155;37.864;36.0;5.0;FALHA;PESO;;0.0;12;13028.7;0.0;0.0;0.0
156;37.797;22.0;7.0;FALHA;PESO;;0.0;9;14296.8;0.0;0.0;0.0
157;37.782;26.0;5.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
158;37.782;26.0;45.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
159;37.77;13.0;45.0;FALHA;TEMPO_TOTAL;Exato;104.99763488769531;8;4238.0;388.65999999999997;511.5433333333333;55.483333333333334
160;37.76;5.0;26.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
161;37.726;22.0;29.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
162;37.718;5.0;29.0;FALHA;PESO;;0.0;12;13028.7;0.0;0.0;0.0
163;37.712;17.0;7.0;FALHA;TEMPO_TOTAL;Exato;159.10959243774414;8;4886.0;408.65999999999997;536.0433333333333;56.91666666666667
164;37.687;50.0;36.0;FALHA;TEMPO_TOTAL;Exato;2.022981643676758;6;9386.2;446.01000000000005;543.6933333333334;62.46666666666667
165;37.662;50.0;2.0;FALHA;LOWER_BOUND;;0.0;3;10654.3;447.67;0.0;62.4
166;37.634;11.0;5.0;FALHA;TEMPO_TOTAL;Exato;159.5766544342041;8;4408.0;393.98999999999995;513.99;56.91666666666667
167;37.606;2.0;26.0;FALHA;PESO;;0.0;9;14296.8;0.0;0.0;0.0
168;37.506;27.0;28.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
169;37.466;18.0;31.0;FALHA;LOWER_BOUND;;0.0;3;11274.6;480.67;0.0;59.28333333333333
170;37.466;44.0;31.0;OK;;Exato;0.0;3;1388.5;93.0;167.38333333333333;59.16666666666667
171;37.465;18.0;43.0;FALHA;ATENDIMENTO;;0.0;4;11981.1;519.0;0.0;0.0
172;37.465;44.0;43.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
173;37.461;11.0;36.0;FALHA;TEMPO_TOTAL;Exato;1.9946098327636719;6;9006.7;430.34000000000003;524.3066666666667;69.55
174;37.46;2.0;29.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
175;37.419;42.0;45.0;FALHA;TEMPO_TOTAL;Exato;167.4044132232666;8;4640.5;404.98999999999995;531.2733333333333;55.5
176;37.418;7.0;24.0;FALHA;TEMPO_TOTAL;Exato;164.40582275390625;8;4269.5;390.98999999999995;514.5233333333333;56.91666666666667
177;37.408;37.0;7.0;FALHA;TEMPO_TOTAL;Exato;155.2712917327881;8;4830.5;407.65999999999997;523.56;55.55
178;37.395;9.0;36.0;FALHA;LOWER_BOUND;;0.0;6;9169.7;440.34000000000003;0.0;69.83333333333333
179;37.389;50.0;26.0;FALHA;TEMPO_TOTAL;Exato;158.6441993713379;8;4787.5;409.65999999999997;525.5433333333333;56.733333333333334
180;37.364;11.0;29.0;FALHA;TEMPO_TOTAL;Exato;2.8727054595947266;6;9006.7;430.34000000000003;524.3066666666667;69.55
181;37.357;1.0;2.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
182;37.341;42.0;27.0;FALHA;TEMPO_TOTAL;Exato;150.23183822631836;8;4640.5;404.98999999999995;531.2733333333333;55.5
183;37.334;7.0;13.0;FALHA;TEMPO_TOTAL;Exato;158.3242416381836;8;4238.0;388.65999999999997;511.5433333333333;55.483333333333334
184;37.319;22.0;36.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
185;37.287;22.0;20.0;FALHA;TEMPO_TOTAL;Exato;0.0;3;10333.3;436.33;515.6966666666667;63.416666666666664
186;37.194;10.0;26.0;FALHA;PESO;;0.0;12;13028.7;0.0;0.0;0.0
187;37.163;17.0;45.0;FALHA;TEMPO_TOTAL;Exato;133.9120864868164;8;4886.0;408.65999999999997;536.0433333333333;56.91666666666667
188;37.159;24.0;5.0;FALHA;TEMPO_TOTAL;Exato;98.73485565185547;8;4269.5;390.98999999999995;514.5233333333333;56.91666666666667
189;37.122;35.0;28.0;FALHA;ATENDIMENTO;;0.0;8;10942.3;630.99;0.0;0.0
190;37.091;49.0;36.0;FALHA;LOWER_BOUND;;0.0;6;10052.2;467.34000000000003;0.0;67.03333333333333
191;37.082;23.0;45.0;FALHA;TEMPO_TOTAL;Exato;101.7308235168457;8;5278.5;426.31999999999994;551.8366666666666;56.45
192;37.042;50.0;29.0;FALHA;TEMPO_TOTAL;Exato;1.9915103912353516;6;9386.2;446.01000000000005;543.6933333333334;62.46666666666667
193;37.04;14.0;28.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
194;37.038;48.0;5.0;FALHA;TEMPO_TOTAL;Exato;101.72867774963379;8;4573.0;399.98999999999995;523.5899999999999;56.91666666666667
195;37.01;35.0;45.0;FALHA;ATENDIMENTO;;0.0;8;10942.3;630.99;0.0;0.0
196;36.949;9.0;29.0;FALHA;LOWER_BOUND;;0.0;6;9169.7;440.34000000000003;0.0;69.83333333333333
197;36.932;42.0;7.0;FALHA;TEMPO_TOTAL;Exato;98.83427619934082;8;4640.5;404.98999999999995;531.2733333333333;55.5
198;36.932;41.0;5.0;FALHA;TEMPO_TOTAL;Exato;99.69735145568848;8;5346.5;430.31999999999994;551.8199999999999;56.91666666666667
199;36.931;18.0;27.0;FALHA;PESO;;0.0;8;14807.6;0.0;0.0;0.0
200;36.931;44.0;27.0;FALHA;LOWER_BOUND;;0.0;10;5603.5;466.98999999999995;0.0;56.1
201;36.929;37.0;28.0;FALHA;TEMPO_TOTAL;Exato;103.2111644744873;8;4830.5;407.65999999999997;523.56;55.55
202;36.925;7.0;35.0;FALHA;ATENDIMENTO;;0.0;8;10942.3;630.99;0.0;0.0
203;36.924;20.0;5.0;FALHA;TEMPO_TOTAL;Exato;98.73318672180176;8;4466.5;398.31999999999994;514.7033333333333;56.91666666666667
204;36.923;20.0;45.0;FALHA;TEMPO_TOTAL;Exato;103.88493537902832;8;4466.5;398.31999999999994;514.7033333333333;56.91666666666667
205;36.908;34.0;27.0;FALHA;TEMPO_TOTAL;Exato;98.7398624420166;8;4346.0;396.65999999999997;515.6933333333333;49.13333333333333
206;36.889;24.0;29.0;FALHA;TEMPO_TOTAL;Exato;1.9924640655517578;6;8868.2;427.34000000000003;522.4733333333334;66.65
207;36.763;22.0;37.0;FALHA;TEMPO_TOTAL;Exato;0.0;3;10697.3;445.67;523.1866666666667;56.25
208;36.723;24.0;36.0;FALHA;TEMPO_TOTAL;Exato;0.9989738464355469;6;8868.2;427.34000000000003;522.4733333333334;66.65
209;36.71;9.0;26.0;FALHA;TEMPO_TOTAL;Exato;101.8221378326416;8;4571.0;403.98999999999995;523.8566666666666;56.91666666666667
210;36.664;7.0;41.0;FALHA;TEMPO_TOTAL;Exato;98.80995750427246;8;5346.5;430.31999999999994;551.8199999999999;56.91666666666667
211;36.663;11.0;26.0;FALHA;TEMPO_TOTAL;Exato;101.73535346984863;8;4408.0;393.98999999999995;513.99;56.91666666666667
212;36.631;33.0;2.0;FALHA;LOWER_BOUND;;0.0;3;10612.3;447.67;0.0;63.416666666666664
213;36.63;10.0;2.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
214;36.595;23.0;7.0;FALHA;TEMPO_TOTAL;Exato;99.76458549499512;8;5278.5;426.31999999999994;551.8366666666666;56.45
215;36.544;31.0;28.0;FALHA;LOWER_BOUND;;0.0;10;5603.5;466.98999999999995;0.0;56.1
216;36.522;46.0;27.0;FALHA;TEMPO_TOTAL;Exato;102.69737243652344;8;5040.5;416.98999999999995;542.4233333333333;48.91666666666667
217;36.499;5.0;37.0;FALHA;TEMPO_TOTAL;Exato;101.72510147094727;8;4830.5;407.65999999999997;523.56;55.55
218;36.432;18.0;44.0;FALHA;ATENDIMENTO;;0.0;4;11981.1;519.0;0.0;0.0
219;36.406;49.0;26.0;FALHA;TEMPO_TOTAL;Exato;106.39429092407227;8;5453.5;430.98999999999995;551.7233333333332;56.91666666666667
