linha;saving_km;cod_i;cod_j;status;motivo;metodo;tempo_ms;n_pdvs;peso_teste;t_atend_teste;t_total_teste;t_min_desloc
522;32.404;7.0;43.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
523;32.4;24.0;1.0;FALHA;PESO;;0.0;14;13296.7;0.0;0.0;0.0
524;32.383;43.0;7.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
525;32.364;36.0;49.0;FALHA;PESO;;0.0;14;13296.7;0.0;0.0;0.0
526;32.353;27.0;47.0;FALHA;PESO;;0.0;12;13028.7;0.0;0.0;0.0
527;32.345;31.0;39.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
528;32.342;24.0;20.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
529;32.325;12.0;27.0;FALHA;TEMPO_TOTAL;Exato;106.65726661682129;8;4428.5;399.65999999999997;524.3266666666666;41.96666666666667
530;32.317;11.0;14.0;FALHA;ATENDIMENTO;;0.0;16;8698.0;662.0;0.0;0.0
531;32.295;42.0;26.0;FALHA;TEMPO_TOTAL;Exato;103.68490219116211;8;4640.5;404.98999999999995;531.2733333333333;55.5
532;32.263;26.0;49.0;FALHA;ATENDIMENTO;;0.0;16;8698.0;662.0;0.0;0.0
533;32.23;4.0;5.0;FALHA;TEMPO_TOTAL;Exato;109.19380187988281;8;4770.5;406.31999999999994;530.4033333333333;49.81666666666666
534;32.227;24.0;9.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
535;32.214;34.0;2.0;FALHA;TEMPO_TOTAL;Exato;0.0;3;10212.8;434.67;512.9866666666667;49.13333333333333
536;32.214;49.0;33.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
537;32.198;38.0;37.0;OK;;Exato;11008.508920669556;10;5730.0;346.68;459.0133333333333;56.25
538;32.183;23.0;37.0;FALHA;TEMPO_TOTAL;Heuristico;6.2236785888671875;11;6793.5;399.01;525.9433333333333;56.25
539;32.139;11.0;24.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
540;32.121;9.0;38.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
541;32.12;49.0;38.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
542;32.106;39.0;43.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
543;32.106;29.0;24.0;FALHA;PESO;;0.0;15;14543.7;0.0;0.0;0.0
544;32.099;20.0;33.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
545;32.075;36.0;24.0;FALHA;PESO;;0.0;15;14543.7;0.0;0.0;0.0
546;32.07;31.0;22.0;FALHA;PESO;;0.0;6;12625.8;0.0;0.0;0.0
547;32.056;27.0;9.0;FALHA;ATENDIMENTO;;0.0;17;9945.0;720.67;0.0;0.0
548;32.053;14.0;47.0;FALHA;PESO;;0.0;12;13028.7;0.0;0.0;0.0
549;32.05;43.0;26.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
550;32.036;29.0;22.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
551;32.036;47.0;22.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
552;32.017;33.0;38.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
553;32.016;20.0;10.0;FALHA;PESO;;0.0;15;14543.7;0.0;0.0;0.0
554;32.01;34.0;28.0;FALHA;TEMPO_TOTAL;Exato;113.96288871765137;8;4346.0;396.65999999999997;515.6933333333333;49.13333333333333
555;32.001;2.0;47.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
556;31.999;22.0;33.0;FALHA;PESO;;0.0;12;15811.8;0.0;0.0;0.0
557;31.983;2.0;1.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
558;31.979;28.0;44.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
559;31.948;1.0;50.0;FALHA;PESO;;0.0;15;14543.7;0.0;0.0;0.0
560;31.947;50.0;22.0;FALHA;PESO;;0.0;12;15811.8;0.0;0.0;0.0
561;31.934;35.0;20.0;FALHA;PESO;;0.0;11;12457.3;0.0;0.0;0.0
562;31.932;10.0;35.0;FALHA;PESO;;0.0;6;15541.0;0.0;0.0;0.0
563;31.928;7.0;21.0;FALHA;TEMPO_TOTAL;Exato;103.45768928527832;8;5044.5;418.31999999999994;544.7533333333333;43.95
564;31.916;22.0;10.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
565;31.883;27.0;20.0;FALHA;ATENDIMENTO;;0.0;17;9945.0;720.67;0.0;0.0
566;31.872;38.0;1.0;FALHA;PESO;;0.0;15;14543.7;0.0;0.0;0.0
567;31.861;34.0;36.0;FALHA;TEMPO_TOTAL;Exato;0.9899139404296875;6;8944.7;433.01000000000005;530.5766666666667;49.13333333333333
568;31.842;24.0;14.0;FALHA;ATENDIMENTO;;0.0;17;9945.0;720.67;0.0;0.0
569;31.811;20.0;11.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
570;31.79;24.0;49.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
571;31.771;13.0;37.0;OK;;Heuristico;2.994537353515625;11;5753.0;361.35;491.6;56.18333333333334
572;31.771;45.0;37.0;FALHA;ATENDIMENTO;;0.9939670562744141;18;9968.0;735.3399999999999;0.0;0.0
573;31.771;41.0;37.0;FALHA;TEMPO_TOTAL;Heuristico;5.347013473510742;12;6884.5;417.68;549.03;56.18333333333334
574;31.759;48.0;37.0;FALHA;TEMPO_TOTAL;Heuristico;6.984710693359375;12;6111.0;387.35;519.5333333333333;56.18333333333334
575;31.756;14.0;9.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
576;31.745;49.0;24.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
577;31.735;42.0;37.0;FALHA;TEMPO_TOTAL;Heuristico;7.195711135864258;12;6178.5;392.35;523.95;56.18333333333334
578;31.727;9.0;24.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
579;31.716;6.0;27.0;FALHA;TEMPO_TOTAL;Exato;110.45169830322266;8;4769.0;409.31999999999994;533.1866666666666;38.766666666666666
580;31.712;22.0;11.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
581;31.71;7.0;3.0;FALHA;TEMPO_TOTAL;Exato;100.69584846496582;8;4296.0;393.98999999999995;519.14;45.96666666666667
582;31.707;47.0;35.0;FALHA;PESO;;0.0;6;15541.0;0.0;0.0;0.0
583;31.7;4.0;26.0;FALHA;TEMPO_TOTAL;Exato;107.7122688293457;8;4770.5;406.31999999999994;530.4033333333333;49.81666666666666
584;31.7;4.0;37.0;FALHA;TEMPO_TOTAL;Heuristico;4.517316818237305;12;6308.5;393.68;532.8966666666666;49.81666666666666
585;31.7;4.0;2.0;FALHA;TEMPO_TOTAL;Exato;0.0;3;10637.3;444.33;521.6466666666666;49.81666666666666
586;31.699;4.0;29.0;FALHA;TEMPO_TOTAL;Exato;1.9626617431640625;6;9369.2;442.67;544.0033333333333;49.81666666666666
587;31.699;4.0;36.0;FALHA;TEMPO_TOTAL;Exato;1.9910335540771484;6;9369.2;442.67;544.0033333333333;49.81666666666666
588;31.691;26.0;44.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
589;31.672;46.0;28.0;FALHA;TEMPO_TOTAL;Exato;102.81991958618164;8;5040.5;416.98999999999995;542.4233333333333;48.91666666666667
590;31.664;32.0;5.0;FALHA;TEMPO_TOTAL;Exato;105.67975044250488;8;5521.0;435.98999999999995;558.5233333333333;44.266666666666666
591;31.659;22.0;24.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
592;31.655;1.0;35.0;FALHA;PESO;;0.0;6;15541.0;0.0;0.0;0.0
593;31.631;50.0;1.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
594;31.63;20.0;9.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
595;31.612;29.0;38.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
596;31.607;20.0;14.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
597;31.604;28.0;43.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
598;31.604;28.0;31.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
599;31.587;27.0;10.0;FALHA;PESO;;0.0;12;13028.7;0.0;0.0;0.0
600;31.583;50.0;47.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
601;31.559;37.0;20.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
602;31.538;28.0;38.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
603;31.529;5.0;46.0;FALHA;TEMPO_TOTAL;Exato;92.75221824645996;8;5040.5;416.98999999999995;542.4233333333333;48.91666666666667
604;31.526;31.0;45.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
605;31.522;14.0;10.0;FALHA;PESO;;0.0;12;13028.7;0.0;0.0;0.0
606;31.518;10.0;38.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
607;31.515;47.0;13.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
608;31.479;24.0;35.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
609;31.442;2.0;33.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
610;31.419;10.0;50.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
611;31.419;33.0;50.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
612;31.412;38.0;47.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
613;31.39;11.0;35.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
614;31.383;27.0;11.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
615;31.367;14.0;20.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
616;31.359;2.0;10.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
617;31.353;11.0;38.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
618;31.333;27.0;49.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
619;31.318;14.0;11.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
620;31.305;36.0;35.0;FALHA;PESO;;0.0;6;15541.0;0.0;0.0;0.0
621;31.304;22.0;1.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
622;31.286;20.0;49.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
623;31.286;26.0;18.0;FALHA;PESO;;0.0;8;14807.6;0.0;0.0;0.0
624;31.283;26.0;24.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
625;31.283;28.0;24.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
626;31.268;27.0;38.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
627;31.268;14.0;49.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
628;31.253;9.0;35.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
629;31.252;49.0;35.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
630;31.251;38.0;10.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
631;31.238;43.0;36.0;FALHA;ATENDIMENTO;;0.0;9;11357.7;558.34;0.0;0.0
632;31.228;48.0;14.0;FALHA;TEMPO_TOTAL;Exato;96.10104560852051;8;4573.0;399.98999999999995;523.5899999999999;56.91666666666667
633;31.218;36.0;38.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
634;31.214;43.0;2.0;FALHA;PESO;;0.0;6;12625.8;0.0;0.0;0.0
635;31.213;31.0;29.0;FALHA;ATENDIMENTO;;0.0;9;11357.7;558.34;0.0;0.0
636;31.213;31.0;37.0;FALHA;LOWER_BOUND;;0.0;15;8297.0;509.35;0.0;54.66666666666667
637;31.186;22.0;49.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
638;31.158;12.0;7.0;FALHA;TEMPO_TOTAL;Exato;105.94844818115234;8;4428.5;399.65999999999997;524.3266666666666;41.96666666666667
639;31.155;2.0;11.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
640;31.147;1.0;13.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
641;31.146;46.0;36.0;FALHA;TEMPO_TOTAL;Exato;1.0464191436767578;6;9639.2;453.34000000000003;549.8733333333333;48.91666666666667
642;31.145;33.0;35.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
643;31.144;27.0;33.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
644;31.136;26.0;38.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
645;31.114;38.0;9.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
646;31.1;31.0;5.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
647;31.096;1.0;22.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
648;31.094;14.0;13.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
649;31.062;3.0;28.0;FALHA;TEMPO_TOTAL;Exato;100.27313232421875;8;4296.0;393.98999999999995;519.14;45.96666666666667
650;31.049;47.0;42.0;FALHA;TEMPO_TOTAL;Exato;1.9948482513427734;6;9239.2;441.34000000000003;541.1066666666667;58.61666666666667
651;31.047;38.0;11.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
652;31.024;50.0;33.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
653;31.022;22.0;47.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
654;30.997;38.0;49.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
655;30.963;41.0;14.0;FALHA;TEMPO_TOTAL;Exato;100.97622871398926;8;5346.5;430.31999999999994;551.8199999999999;56.91666666666667
656;30.948;36.0;44.0;FALHA;ATENDIMENTO;;0.0;9;11357.7;558.34;0.0;0.0
657;30.948;2.0;44.0;FALHA;PESO;;0.0;6;12625.8;0.0;0.0;0.0
658;30.941;50.0;10.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
659;30.941;40.0;5.0;FALHA;ATENDIMENTO;;0.0;8;8676.4;571.3199999999999;0.0;0.0
660;30.937;34.0;26.0;FALHA;TEMPO_TOTAL;Exato;114.95161056518555;8;4346.0;396.65999999999997;515.6933333333333;49.13333333333333
661;30.936;34.0;29.0;FALHA;TEMPO_TOTAL;Exato;1.9938945770263672;6;8944.7;433.01000000000005;530.5766666666667;49.13333333333333
662;30.936;34.0;37.0;FALHA;TEMPO_TOTAL;Heuristico;7.942914962768555;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
663;30.933;20.0;44.0;FALHA;LOWER_BOUND;;0.0;15;8297.0;509.35;0.0;54.66666666666667
664;30.917;46.0;29.0;FALHA;TEMPO_TOTAL;Exato;1.9903182983398438;6;9639.2;453.34000000000003;549.8733333333333;48.91666666666667
665;30.897;35.0;33.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
666;30.888;11.0;50.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
667;30.886;5.0;34.0;FALHA;TEMPO_TOTAL;Exato;115.2799129486084;8;4346.0;396.65999999999997;515.6933333333333;49.13333333333333
668;30.877;28.0;35.0;FALHA;ATENDIMENTO;;0.0;8;10942.3;630.99;0.0;0.0
669;30.877;26.0;35.0;FALHA;ATENDIMENTO;;0.0;8;10942.3;630.99;0.0;0.0
670;30.859;35.0;47.0;FALHA;PESO;;0.0;6;15541.0;0.0;0.0;0.0
671;30.849;5.0;50.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
672;30.845;47.0;41.0;FALHA;LOWER_BOUND;;0.0;6;9945.2;466.67;0.0;58.71666666666667
673;30.844;14.0;33.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
674;30.835;2.0;9.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
675;30.825;29.0;35.0;FALHA;PESO;;0.0;6;15541.0;0.0;0.0;0.0
676;30.812;2.0;14.0;FALHA;PESO;;0.0;9;14296.8;0.0;0.0;0.0
677;30.78;35.0;24.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
678;30.737;50.0;11.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
679;30.736;3.0;5.0;FALHA;TEMPO_TOTAL;Exato;95.70884704589844;8;4296.0;393.98999999999995;519.14;45.96666666666667
680;30.725;24.0;50.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
681;30.725;38.0;20.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
682;30.718;35.0;10.0;FALHA;PESO;;0.0;6;15541.0;0.0;0.0;0.0
683;30.714;2.0;24.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
684;30.691;46.0;2.0;FALHA;TEMPO_TOTAL;Exato;0.0;3;10907.3;455.0;537.8666666666667;48.91666666666667
685;30.691;20.0;24.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
686;30.684;10.0;42.0;FALHA;TEMPO_TOTAL;Exato;2.007722854614258;6;9239.2;441.34000000000003;541.1066666666667;58.61666666666667
687;30.633;36.0;18.0;FALHA;PESO;;0.0;6;19406.300000000003;0.0;0.0;0.0
688;30.632;2.0;18.0;FALHA;PESO;;0.0;3;20674.4;0.0;0.0;0.0
689;30.629;2.0;49.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
690;30.582;35.0;1.0;FALHA;PESO;;0.0;6;15541.0;0.0;0.0;0.0
691;30.582;21.0;28.0;FALHA;TEMPO_TOTAL;Exato;101.0134220123291;8;5044.5;418.31999999999994;544.7533333333333;43.95
692;30.567;39.0;7.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
693;30.549;6.0;7.0;FALHA;TEMPO_TOTAL;Exato;97.81742095947266;8;4769.0;409.31999999999994;533.1866666666666;38.766666666666666
694;30.538;10.0;13.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
695;30.536;7.0;40.0;FALHA;ATENDIMENTO;;0.0;8;8676.4;571.3199999999999;0.0;0.0
696;30.528;40.0;28.0;FALHA;ATENDIMENTO;;0.0;8;8676.4;571.3199999999999;0.0;0.0
697;30.528;20.0;18.0;FALHA;PESO;;0.0;12;16345.6;0.0;0.0;0.0
698;30.514;35.0;11.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
699;30.513;24.0;38.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
700;30.505;9.0;13.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
701;30.505;49.0;13.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
702;30.486;33.0;42.0;FALHA;TEMPO_TOTAL;Heuristico;5.97691535949707;12;6178.5;392.35;523.95;56.18333333333334
703;30.481;26.0;31.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
704;30.48;26.0;43.0;FALHA;ATENDIMENTO;;0.0;11;6759.0;521.99;0.0;0.0
705;30.479;45.0;38.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
706;30.477;1.0;41.0;FALHA;LOWER_BOUND;;0.0;6;9945.2;466.67;0.0;58.71666666666667
707;30.473;9.0;50.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
708;30.437;1.0;42.0;FALHA;TEMPO_TOTAL;Exato;0.9951591491699219;6;9239.2;441.34000000000003;541.1066666666667;58.61666666666667
709;30.435;14.0;32.0;FALHA;TEMPO_TOTAL;Exato;120.82099914550781;8;5521.0;435.98999999999995;558.5233333333333;44.266666666666666
710;30.429;33.0;13.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
711;30.425;35.0;9.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
712;30.42;11.0;42.0;FALHA;TEMPO_TOTAL;Heuristico;6.019830703735352;12;6178.5;392.35;523.95;56.18333333333334
713;30.417;50.0;9.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
714;30.394;50.0;14.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
715;30.393;37.0;33.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
716;30.366;43.0;22.0;FALHA;PESO;;0.0;6;12625.8;0.0;0.0;0.0
717;30.362;31.0;20.0;FALHA;LOWER_BOUND;;0.0;15;8297.0;509.35;0.0;54.66666666666667
718;30.358;47.0;48.0;FALHA;TEMPO_TOTAL;Exato;1.9941329956054688;6;9171.7;436.34000000000003;533.8066666666667;58.43333333333334
719;30.354;37.0;47.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
720;30.317;35.0;50.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
721;30.312;49.0;42.0;FALHA;TEMPO_TOTAL;Heuristico;8.471965789794922;12;6178.5;392.35;523.95;56.18333333333334
722;30.306;18.0;50.0;FALHA;PESO;;0.0;12;16345.6;0.0;0.0;0.0
723;30.306;37.0;50.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
724;30.306;44.0;50.0;FALHA;LOWER_BOUND;;0.0;15;8297.0;509.35;0.0;54.66666666666667
725;30.304;9.0;42.0;FALHA;TEMPO_TOTAL;Heuristico;10.93435287475586;12;6178.5;392.35;523.95;56.18333333333334
726;30.297;50.0;24.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
727;30.277;20.0;38.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
728;30.274;11.0;13.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
729;30.256;14.0;41.0;FALHA;TEMPO_TOTAL;Exato;116.7299747467041;8;5346.5;430.31999999999994;551.8199999999999;56.91666666666667
730;30.251;47.0;17.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
731;30.25;47.0;23.0;FALHA;LOWER_BOUND;;0.0;6;9877.2;462.67;0.0;58.36666666666666
732;30.242;49.0;50.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
733;30.236;17.0;10.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
734;30.235;10.0;23.0;FALHA;LOWER_BOUND;;0.0;6;9877.2;462.67;0.0;58.36666666666666
735;30.235;45.0;1.0;FALHA;PESO;;0.0;12;13028.7;0.0;0.0;0.0
736;30.228;33.0;22.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
737;30.227;10.0;22.0;FALHA;PESO;;0.0;7;18895.5;0.0;0.0;0.0
738;30.222;10.0;17.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
739;30.213;37.0;10.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
740;30.211;50.0;49.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
741;30.211;5.0;4.0;FALHA;TEMPO_TOTAL;Exato;95.83115577697754;8;4770.5;406.31999999999994;530.4033333333333;49.81666666666666
742;30.204;17.0;20.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
743;30.202;38.0;33.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
744;30.167;29.0;42.0;FALHA;TEMPO_TOTAL;Exato;0.9970664978027344;6;9239.2;441.34000000000003;541.1066666666667;58.61666666666667
745;30.159;41.0;13.0;FALHA;TEMPO_TOTAL;Heuristico;6.022930145263672;12;6884.5;417.68;549.03;56.18333333333334
746;30.159;45.0;13.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
747;30.157;46.0;26.0;FALHA;TEMPO_TOTAL;Exato;116.38116836547852;8;5040.5;416.98999999999995;542.4233333333333;48.91666666666667
748;30.152;37.0;35.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
749;30.147;2.0;35.0;FALHA;PESO;;0.0;3;16809.1;0.0;0.0;0.0
750;30.147;50.0;35.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
751;30.135;10.0;48.0;FALHA;TEMPO_TOTAL;Exato;1.9965171813964844;6;9171.7;436.34000000000003;533.8066666666667;58.43333333333334
752;30.134;10.0;41.0;FALHA;LOWER_BOUND;;0.0;6;9945.2;466.67;0.0;58.71666666666667
753;30.086;37.0;24.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
754;30.082;43.0;29.0;FALHA;ATENDIMENTO;;0.0;9;11357.7;558.34;0.0;0.0
755;30.082;43.0;37.0;FALHA;LOWER_BOUND;;0.0;15;8297.0;509.35;0.0;54.66666666666667
756;30.077;37.0;1.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
757;30.032;17.0;35.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
758;30.032;27.0;24.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
759;30.031;17.0;11.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
760;30.026;28.0;13.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
761;30.024;35.0;14.0;FALHA;ATENDIMENTO;;0.0;8;10942.3;630.99;0.0;0.0
762;30.024;29.0;13.0;FALHA;PESO;;0.0;16;14566.7;0.0;0.0;0.0
763;30.019;24.0;42.0;FALHA;TEMPO_TOTAL;Heuristico;7.457733154296875;12;6178.5;392.35;523.95;56.18333333333334
764;30.009;37.0;11.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
765;30.004;3.0;2.0;FALHA;TEMPO_TOTAL;Exato;0.0;3;10162.8;432.0;510.25;45.96666666666667
766;30.001;42.0;14.0;FALHA;TEMPO_TOTAL;Exato;122.63298034667969;8;4640.5;404.98999999999995;531.2733333333333;55.5
767;29.99;1.0;48.0;FALHA;TEMPO_TOTAL;Exato;1.9946098327636719;6;9171.7;436.34000000000003;533.8066666666667;58.43333333333334
768;29.988;35.0;49.0;FALHA;PESO;;0.0;12;12480.3;0.0;0.0;0.0
769;29.984;43.0;39.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
770;29.981;17.0;33.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
771;29.971;11.0;23.0;FALHA;TEMPO_TOTAL;Heuristico;10.016441345214844;12;6816.5;413.68;549.5633333333333;56.18333333333334
