COD_PDV_Origem;COD_PDV_Destino;saving_distancia_km;saving_tempo_min
42;49;28.744;52.71666666666667
42;9;28.743;52.733333333333334
42;47;28.743;52.38333333333333
42;10;28.743;52.75
36;17;28.742;46.03333333333333
36;23;28.741;45.983333333333334
17;38;28.72;55.43333333333333
42;23;28.701;52.7
20;42;28.694;45.95
35;38;28.694;49.95
18;39;28.692;45.86666666666667
44;39;28.692;45.6
45;35;28.687;53.266666666666666
13;35;28.687;52.483333333333334
41;35;28.687;52.81666666666667
42;11;28.678;52.25
42;35;28.678;52.43333333333333
37;23;28.677;45.05
37;17;28.677;44.833333333333336
6;45;28.677;26.85
48;35;28.676;54.36666666666667
25;7;28.671;23.6
43;20;28.658;48.516666666666666
33;18;28.654;42.983333333333334
10;18;28.654;43.266666666666666
17;23;28.642;52.733333333333334
1;44;28.641;44.45
42;33;28.627;52.13333333333333
48;42;28.613;55.35
27;42;28.599;54.03333333333333
17;50;28.587;51.61666666666667
37;44;28.584;42.916666666666664
41;33;28.578;53.45
40;26;28.534;39.63333333333333
40;37;28.533;39.21666666666667
21;14;28.533;29.783333333333335
40;29;28.533;38.93333333333333
10;34;28.525;46.15
13;33;28.499;53.05
22;38;28.497;44.733333333333334
48;20;28.494;46.61666666666667
48;24;28.484;53.4
39;45;28.483;26.633333333333333
42;13;28.474;52.93333333333333
24;44;28.473;44.63333333333333
26;48;28.467;41.03333333333333
11;44;28.438;44.333333333333336
14;50;28.412;32.86666666666667
42;17;28.411;51.05
2;42;28.41;44.18333333333333
50;42;28.41;44.1
4;44;28.399;40.5
14;23;28.399;34.46666666666667
4;18;28.398;40.733333333333334
41;42;28.395;53.81666666666667
14;17;28.387;34.35
32;14;28.387;34.85
5;44;28.383;25.05
47;46;28.368;46.05
33;34;28.328;44.1
1;18;28.325;42.833333333333336
45;42;28.316;54.5
13;42;28.316;53.38333333333333
38;42;28.316;54.016666666666666
42;24;28.315;50.68333333333333
35;48;28.307;45.61666666666667
21;37;28.306;29.066666666666666
35;41;28.306;45.53333333333333
35;44;28.28;42.2
37;18;28.268;41.86666666666667
39;36;28.266;39.083333333333336
39;37;28.266;39.2
39;29;28.266;38.95
39;2;28.266;39.53333333333333
41;24;28.266;52.0
11;34;28.261;47.333333333333336
17;48;28.258;52.56666666666667
17;41;28.258;52.25
25;45;28.243;22.983333333333334
33;4;28.238;39.416666666666664
1;4;28.238;39.666666666666664
10;4;28.238;39.9
37;4;28.237;39.7
6;28;28.233;29.5
17;13;28.217;52.65
37;38;28.19;46.05
39;44;28.188;41.28333333333333
45;24;28.187;52.266666666666666
13;24;28.187;51.516666666666666
48;23;28.163;50.9
24;18;28.158;43.56666666666667
49;34;28.153;45.63333333333333
48;17;28.151;50.916666666666664
9;34;28.145;45.916666666666664
40;4;28.139;42.5
23;13;28.136;51.75
11;18;28.123;43.233333333333334
25;43;28.11;37.06666666666667
20;41;28.096;43.583333333333336
34;10;28.096;45.46666666666667
22;4;28.094;38.666666666666664
27;17;28.083;50.483333333333334
27;23;28.082;50.63333333333333
27;22;28.077;48.11666666666667
5;18;28.067;23.266666666666666
35;13;28.065;45.233333333333334
49;4;28.048;39.71666666666667
35;4;28.048;39.56666666666667
11;4;28.048;39.71666666666667
9;4;28.048;39.666666666666664
24;4;28.048;39.416666666666664
18;33;28.046;49.1
44;33;28.046;49.05
20;17;28.024;45.65
37;42;28.015;44.05
44;47;28.008;46.916666666666664
18;47;28.008;47.18333333333333
1;46;28.0;47.916666666666664
39;5;27.996;22.533333333333335
4;22;27.995;46.46666666666667
50;31;27.983;39.516666666666666
47;31;27.983;39.45
29;43;27.982;39.9
29;31;27.982;39.43333333333333
47;43;27.982;39.53333333333333
50;43;27.982;39.65
35;18;27.965;41.016666666666666
41;23;27.945;49.416666666666664
10;46;27.943;46.8
41;17;27.933;49.35
34;23;27.916;46.13333333333333
14;46;27.904;34.6
34;35;27.893;45.86666666666667
34;11;27.892;45.516666666666666
2;13;27.891;40.36666666666667
23;38;27.872;50.88333333333333
38;23;27.867;49.483333333333334
44;10;27.867;46.81666666666667
18;10;27.867;46.8
13;23;27.866;48.916666666666664
45;23;27.866;49.95
24;34;27.86;45.93333333333333
45;17;27.854;49.81666666666667
13;17;27.854;48.88333333333333
38;17;27.854;49.5
34;33;27.841;45.63333333333333
14;21;27.83;36.2
12;36;27.82;33.63333333333333
34;49;27.817;44.61666666666667
34;47;27.816;44.11666666666667
34;9;27.816;44.63333333333333
18;35;27.805;46.53333333333333
44;35;27.805;46.3
38;50;27.771;48.93333333333333
35;34;27.769;45.916666666666664
2;48;27.763;39.5
50;48;27.763;39.3
2;41;27.763;39.266666666666666
50;41;27.762;39.13333333333333
28;4;27.761;39.13333333333333
29;4;27.761;39.166666666666664
26;4;27.761;38.85
36;4;27.761;39.15
50;4;27.761;38.88333333333333
20;4;27.761;39.333333333333336
2;4;27.761;39.1
33;46;27.745;44.61666666666667
4;20;27.743;46.46666666666667
18;24;27.739;46.916666666666664
44;24;27.739;46.61666666666667
9;18;27.708;40.95
34;1;27.708;43.56666666666667
5;21;27.697;34.86666666666667
34;17;27.695;44.68333333333333
11;46;27.679;48.016666666666666
18;11;27.662;46.9
44;11;27.662;46.983333333333334
23;50;27.654;47.53333333333333
42;48;27.644;50.63333333333333
42;1;27.644;50.11666666666667
42;38;27.644;50.53333333333333
42;41;27.644;50.43333333333333
33;31;27.641;38.71666666666667
10;31;27.641;39.36666666666667
33;43;27.64;39.15
10;43;27.64;39.36666666666667
18;1;27.628;50.21666666666667
40;3;27.627;41.666666666666664
44;1;27.627;49.8
22;23;27.611;43.083333333333336
31;4;27.609;37.983333333333334
20;48;27.609;41.68333333333333
43;4;27.609;37.983333333333334
44;9;27.574;45.5
18;9;27.574;45.733333333333334
9;46;27.562;46.53333333333333
14;22;27.561;26.55
5;40;27.533;24.683333333333334
34;24;27.529;44.083333333333336
9;44;27.529;41.56666666666667
49;44;27.529;41.516666666666666
7;6;27.484;24.883333333333333
50;13;27.473;38.93333333333333
34;42;27.456;46.4
37;13;27.454;40.86666666666667
17;22;27.449;49.2
5;32;27.429;32.28333333333333
7;32;27.429;32.68333333333333
29;46;27.425;41.18333333333333
4;50;27.372;46.75
37;41;27.368;39.233333333333334
37;48;27.368;39.5
4;33;27.368;44.31666666666667
49;46;27.358;46.45
1;34;27.357;43.55
1;31;27.312;38.983333333333334
1;43;27.311;38.983333333333334
23;41;27.307;49.333333333333336
23;48;27.307;49.53333333333333
24;46;27.277;46.583333333333336
22;17;27.264;42.28333333333333
37;31;27.255;37.95
37;43;27.255;37.916666666666664
13;50;27.242;43.5
45;50;27.242;43.71666666666667
7;39;27.239;27.733333333333334
43;50;27.213;46.3
49;18;27.213;40.45
6;36;27.211;32.233333333333334
14;34;27.21;31.65
4;10;27.189;42.13333333333333
48;50;27.174;45.36666666666667
18;14;27.172;23.3
44;14;27.172;23.333333333333332
24;31;27.145;39.583333333333336
24;43;27.144;39.61666666666667
18;49;27.137;44.0
44;49;27.137;44.06666666666667
12;29;27.113;33.25
11;31;27.11;39.21666666666667
11;43;27.109;39.3
46;49;27.102;46.13333333333333
46;10;27.101;46.28333333333333
46;9;27.101;46.25
46;47;27.101;45.666666666666664
12;4;27.1;39.86666666666667
42;34;27.071;48.4
41;50;27.067;43.983333333333334
4;17;27.045;42.05
4;23;27.045;42.266666666666666
4;49;27.045;42.1
4;9;27.045;41.9
4;24;27.045;41.9
4;35;27.045;42.083333333333336
4;40;27.037;43.233333333333334
36;46;27.031;41.25
4;11;26.985;42.28333333333333
22;34;26.97;43.31666666666667
2;34;26.97;43.483333333333334
26;34;26.97;43.21666666666667
37;34;26.97;43.4
36;34;26.97;43.28333333333333
50;34;26.97;43.35
28;34;26.97;43.5
20;34;26.97;43.43333333333333
29;34;26.97;43.38333333333333
34;22;26.966;44.78333333333333
34;50;26.965;44.666666666666664
34;20;26.965;45.3
35;31;26.952;37.083333333333336
35;43;26.951;37.166666666666664
22;42;26.949;42.233333333333334
23;34;26.933;47.733333333333334
17;34;26.933;47.8
23;22;26.906;47.43333333333333
42;50;26.902;45.983333333333334
42;22;26.902;46.05
39;26;26.899;43.53333333333333
46;20;26.898;41.233333333333334
28;46;26.879;37.81666666666667
3;20;26.849;41.6
12;3;26.829;39.03333333333333
46;48;26.825;47.06666666666667
46;41;26.825;46.733333333333334
46;38;26.825;47.06666666666667
46;1;26.825;46.75
46;13;26.825;46.56666666666667
27;46;26.801;49.483333333333334
13;46;26.8;48.9
38;46;26.8;49.25
45;46;26.8;49.7
41;46;26.8;49.06666666666667
48;46;26.745;49.516666666666666
38;22;26.737;45.95
17;4;26.71;40.05
34;4;26.661;34.85
31;33;26.656;45.28333333333333
31;47;26.618;42.983333333333334
46;11;26.612;46.03333333333333
27;44;26.574;41.96666666666667
46;33;26.562;45.78333333333333
42;46;26.53;48.8
6;26;26.505;31.9
6;29;26.505;31.583333333333332
47;3;26.493;34.166666666666664
31;10;26.477;43.083333333333336
48;34;26.454;46.13333333333333
46;35;26.441;45.31666666666667
31;35;26.416;42.46666666666667
46;23;26.393;45.11666666666667
48;22;26.39;44.266666666666666
40;20;26.384;40.2
4;42;26.383;41.21666666666667
46;42;26.378;46.2
35;46;26.367;42.25
31;24;26.349;42.833333333333336
27;4;26.334;38.483333333333334
6;4;26.31;37.5
44;3;26.305;39.06666666666667
18;3;26.305;39.25
31;3;26.305;39.1
43;3;26.305;39.05
10;3;26.302;34.71666666666667
4;43;26.281;38.96666666666667
4;31;26.281;38.85
31;11;26.273;43.36666666666667
17;46;26.273;48.36666666666667
34;13;26.266;41.0
34;48;26.266;41.416666666666664
34;41;26.265;41.28333333333333
34;38;26.265;41.11666666666667
27;18;26.258;40.46666666666667
46;24;26.249;44.416666666666664
41;34;26.236;44.583333333333336
4;47;26.225;43.68333333333333
4;1;26.223;44.45
9;31;26.201;36.3
49;31;26.2;36.28333333333333
9;43;26.2;36.46666666666667
49;43;26.199;36.5
23;46;26.193;47.5
17;44;26.191;41.93333333333333
31;9;26.184;41.96666666666667
41;22;26.172;42.766666666666666
46;17;26.172;43.766666666666666
23;4;26.167;38.2
27;34;26.158;44.766666666666666
38;34;26.157;44.733333333333334
45;34;26.157;45.03333333333333
13;34;26.157;44.016666666666666
44;23;26.145;41.55
18;23;26.145;41.43333333333333
47;21;26.109;37.983333333333334
25;5;26.1;16.45
22;3;26.084;34.81666666666667
40;14;26.084;24.983333333333334
6;3;26.039;36.71666666666667
24;3;26.038;35.71666666666667
11;3;26.038;35.916666666666664
35;3;26.038;35.81666666666667
49;3;26.038;35.81666666666667
9;3;26.038;35.93333333333333
38;4;25.999;36.68333333333333
3;18;25.973;36.666666666666664
3;44;25.973;36.583333333333336
4;12;25.959;40.63333333333333
3;22;25.948;41.68333333333333
3;50;25.945;41.7
33;3;25.931;33.583333333333336
17;18;25.875;40.93333333333333
18;38;25.843;41.2
44;38;25.843;40.86666666666667
3;40;25.827;42.15
3;14;25.815;23.083333333333332
4;14;25.815;22.616666666666667
4;38;25.81;38.45
18;17;25.799;40.666666666666664
44;17;25.799;40.61666666666667
39;4;25.793;34.86666666666667
14;44;25.751;21.083333333333332
31;49;25.747;40.45
1;21;25.741;39.68333333333333
31;1;25.737;42.53333333333333
42;4;25.72;34.93333333333333
34;46;25.719;39.6
34;44;25.708;37.416666666666664
10;21;25.684;38.63333333333333
14;4;25.659;22.166666666666668
45;32;25.651;38.13333333333333
48;4;25.651;35.0
23;44;25.649;40.05
42;44;25.645;38.666666666666664
20;46;25.619;37.266666666666666
3;33;25.59;40.833333333333336
37;3;25.583;34.333333333333336
1;3;25.583;34.71666666666667
22;41;25.558;37.733333333333334
22;48;25.558;38.016666666666666
22;13;25.558;37.35
3;49;25.552;39.266666666666666
3;35;25.551;39.4
3;24;25.551;39.2
3;17;25.551;39.233333333333334
3;23;25.551;39.53333333333333
3;9;25.551;38.65
3;47;25.551;38.516666666666666
3;11;25.551;39.166666666666664
3;10;25.551;39.2
44;34;25.505;41.7
18;34;25.505;41.78333333333333
33;21;25.486;36.333333333333336
40;22;25.484;40.25
44;42;25.484;40.35
18;42;25.484;40.483333333333334
45;4;25.482;33.983333333333334
13;4;25.482;33.36666666666667
40;50;25.48;40.233333333333334
38;44;25.48;38.71666666666667
41;4;25.433;33.45
4;13;25.428;35.666666666666664
11;21;25.42;39.766666666666666
21;20;25.394;33.36666666666667
34;18;25.392;36.3
40;44;25.388;35.3
40;18;25.388;35.56666666666667
4;48;25.37;35.483333333333334
4;41;25.369;35.46666666666667
43;33;25.368;42.61666666666667
23;18;25.333;39.03333333333333
43;47;25.33;40.4
42;18;25.329;37.666666666666664
47;40;25.319;35.5
9;21;25.304;38.233333333333334
3;1;25.275;38.31666666666667
26;3;25.249;33.93333333333333
36;3;25.249;34.1
20;3;25.249;34.25
28;3;25.249;33.85
50;3;25.248;33.4
29;3;25.248;34.11666666666667
27;31;25.245;36.88333333333333
27;43;25.245;36.766666666666666
12;14;25.224;22.016666666666666
39;22;25.215;42.416666666666664
25;39;25.207;40.65
43;10;25.189;40.416666666666664
29;21;25.166;32.86666666666667
38;18;25.164;37.233333333333334
48;44;25.133;37.1
10;40;25.128;35.983333333333334
7;25;25.128;26.5
43;35;25.127;39.916666666666664
40;33;25.126;39.3
49;21;25.099;38.266666666666666
40;24;25.087;38.0
40;35;25.087;38.15
40;10;25.087;37.75
40;47;25.087;37.583333333333336
40;49;25.087;37.86666666666667
40;9;25.087;37.833333333333336
40;17;25.087;37.86666666666667
40;23;25.087;38.25
40;11;25.087;37.68333333333333
46;34;25.07;41.5
21;10;25.069;36.9
4;6;25.066;37.88333333333333
34;3;25.061;31.15
30;27;25.028;17.7
24;21;25.018;38.13333333333333
22;46;25.012;36.2
2;46;25.011;35.96666666666667
37;46;25.011;36.016666666666666
26;46;25.011;35.78333333333333
50;46;25.011;35.95
43;11;24.985;40.516666666666666
46;22;24.977;39.766666666666666
46;50;24.977;39.75
21;46;24.937;38.46666666666667
3;12;24.929;39.983333333333334
41;44;24.914;35.38333333333333
16;45;24.913;30.933333333333334
45;22;24.912;41.916666666666664
13;22;24.912;41.46666666666667
22;40;24.91;36.18333333333333
43;9;24.896;38.85
3;42;24.89;38.43333333333333
21;23;24.888;37.63333333333333
21;11;24.865;36.733333333333334
21;35;24.865;36.95
49;40;24.864;37.13333333333333
35;40;24.864;37.083333333333336
24;40;24.864;36.96666666666667
9;40;24.864;37.28333333333333
11;40;24.864;37.233333333333334
17;31;24.862;36.766666666666666
17;43;24.861;36.81666666666667
43;24;24.856;40.983333333333334
22;39;24.838;38.06666666666667
48;18;24.817;35.78333333333333
21;33;24.814;36.55
40;1;24.81;36.833333333333336
41;21;24.809;41.36666666666667
21;9;24.789;35.75
21;49;24.789;35.9
21;47;24.789;35.15
36;21;24.772;32.983333333333334
2;3;24.764;33.8
33;40;24.757;34.916666666666664
31;23;24.756;38.11666666666667
21;48;24.734;37.516666666666666
21;13;24.734;36.983333333333334
21;38;24.734;37.25
21;41;24.734;37.28333333333333
21;1;24.734;36.916666666666664
4;34;24.731;39.71666666666667
6;14;24.729;20.483333333333334
25;4;24.703;36.8
25;3;24.703;36.96666666666667
17;3;24.7;36.18333333333333
12;20;24.698;36.083333333333336
40;12;24.672;39.516666666666666
21;17;24.668;36.21666666666667
48;21;24.648;41.93333333333333
21;24;24.61;35.88333333333333
43;1;24.606;40.8
21;42;24.604;38.3
41;18;24.599;34.2
39;25;24.597;42.75
6;12;24.592;38.21666666666667
3;34;24.563;37.016666666666666
40;34;24.563;37.11666666666667
27;21;24.542;41.36666666666667
45;21;24.541;41.55
38;21;24.541;41.233333333333334
13;21;24.541;40.96666666666667
46;21;24.541;40.61666666666667
43;49;24.459;37.55
31;38;24.453;37.13333333333333
3;31;24.443;36.61666666666667
3;43;24.442;36.666666666666664
25;2;24.43;35.18333333333333
25;36;24.43;35.583333333333336
25;26;24.43;35.71666666666667
25;37;24.43;35.35
25;29;24.43;35.3
25;44;24.426;35.8
25;28;24.426;35.61666666666667
25;31;24.426;35.53333333333333
25;18;24.426;35.61666666666667
40;42;24.425;37.15
31;17;24.41;36.53333333333333
1;40;24.409;36.13333333333333
37;40;24.409;35.61666666666667
34;31;24.379;32.43333333333333
34;43;24.378;32.35
34;40;24.364;34.666666666666664
26;40;24.364;34.9
50;40;24.364;34.95
28;40;24.364;34.95
29;40;24.364;34.85
2;40;24.364;35.03333333333333
20;40;24.364;35.416666666666664
21;4;24.363;29.033333333333335
35;21;24.36;35.43333333333333
27;3;24.325;34.78333333333333
23;31;24.32;34.7
23;43;24.319;34.916666666666664
42;31;24.316;33.166666666666664
3;38;24.316;35.71666666666667
42;43;24.315;33.7
42;21;24.271;40.86666666666667
14;40;24.213;24.166666666666668
32;36;24.185;25.933333333333334
23;3;24.158;34.36666666666667
38;31;24.151;33.38333333333333
38;43;24.15;33.35
40;6;24.148;38.53333333333333
31;34;24.116;37.916666666666664
39;3;24.098;35.15
31;42;24.095;37.1
18;41;24.093;36.45
18;48;24.093;36.45
18;13;24.093;36.416666666666664
44;48;24.093;36.18333333333333
44;13;24.093;36.18333333333333
44;41;24.093;36.28333333333333
6;20;24.089;34.35
36;40;24.075;35.31666666666667
12;40;24.036;36.81666666666667
17;21;24.015;40.36666666666667
12;6;24.01;37.06666666666667
38;3;23.989;32.88333333333333
3;6;23.944;37.43333333333333
3;13;23.934;32.95
23;21;23.934;39.53333333333333
3;48;23.876;32.81666666666667
3;41;23.875;32.65
40;38;23.852;34.53333333333333
4;46;23.838;32.85
48;31;23.804;31.8
48;43;23.803;31.716666666666665
12;22;23.798;35.93333333333333
40;48;23.795;32.266666666666666
40;41;23.795;32.2
40;13;23.795;31.833333333333332
46;4;23.795;28.9
12;50;23.794;35.81666666666667
6;40;23.752;36.15
46;44;23.719;32.5
42;3;23.71;31.333333333333332
12;26;23.698;34.6
12;2;23.697;34.28333333333333
12;37;23.697;34.266666666666666
12;31;23.694;34.28333333333333
12;44;23.693;34.4
12;43;23.693;34.35
12;18;23.693;34.4
45;44;23.654;34.61666666666667
13;44;23.654;34.083333333333336
48;3;23.642;31.233333333333334
34;21;23.608;33.416666666666664
41;31;23.586;30.0
41;43;23.585;30.266666666666666
42;40;23.581;34.31666666666667
21;34;23.566;34.05
47;12;23.565;30.783333333333335
4;39;23.562;37.85
39;33;23.552;39.833333333333336
18;46;23.547;34.4
44;46;23.546;34.35
43;23;23.529;35.9
17;40;23.526;37.583333333333336
39;47;23.514;37.7
39;20;23.507;42.03333333333333
45;3;23.502;30.216666666666665
13;3;23.502;29.4
44;40;23.445;34.55
12;33;23.44;34.916666666666664
41;3;23.423;29.983333333333334
46;18;23.404;31.466666666666665
12;35;23.401;33.53333333333333
12;49;23.401;33.06666666666667
12;17;23.401;33.18333333333333
12;9;23.401;32.983333333333334
12;24;23.401;33.21666666666667
12;23;23.4;33.666666666666664
12;10;23.4;33.31666666666667
12;47;23.4;33.2
12;11;23.4;33.3
10;12;23.375;31.283333333333335
39;10;23.373;37.8
13;18;23.339;32.61666666666667
45;18;23.339;33.31666666666667
39;35;23.311;37.61666666666667
7;16;23.261;30.366666666666667
5;16;23.261;30.283333333333335
14;16;23.26;30.55
40;46;23.248;30.9
3;46;23.248;30.433333333333334
31;25;23.245;40.583333333333336
43;25;23.245;40.53333333333333
44;25;23.245;40.416666666666664
18;25;23.245;40.666666666666664
6;22;23.189;34.083333333333336
6;50;23.185;34.05
15;2;23.173;19.633333333333333
46;3;23.172;27.55
39;11;23.169;37.833333333333336
43;38;23.165;34.25
22;12;23.157;31.65
27;40;23.15;36.016666666666666
21;3;23.136;26.9
12;1;23.124;32.416666666666664
35;12;23.111;32.35
11;12;23.111;32.483333333333334
9;12;23.111;32.38333333333333
24;12;23.111;32.25
49;12;23.11;32.25
39;9;23.08;36.15
39;24;23.04;38.333333333333336
33;12;23.003;30.466666666666665
6;37;22.993;32.25
6;2;22.993;31.9
6;44;22.989;32.53333333333333
6;31;22.989;32.333333333333336
6;18;22.988;32.483333333333334
6;43;22.988;32.43333333333333
23;40;22.983;35.61666666666667
32;2;22.867;25.35
18;12;22.847;34.85
31;12;22.847;34.71666666666667
44;12;22.847;34.68333333333333
43;12;22.847;34.86666666666667
6;33;22.831;33.46666666666667
28;39;22.83;38.43333333333333
20;39;22.817;36.416666666666664
36;39;22.817;36.4
2;39;22.816;36.2
29;39;22.816;36.5
47;39;22.816;35.93333333333333
26;39;22.816;36.11666666666667
50;39;22.816;36.25
38;40;22.815;34.18333333333333
41;40;22.805;33.4
13;40;22.804;33.416666666666664
45;40;22.804;34.13333333333333
6;10;22.792;31.516666666666666
6;23;22.792;31.95
31;40;22.792;35.5
6;35;22.792;31.6
43;40;22.792;35.53333333333333
6;49;22.792;31.05
18;40;22.792;35.56666666666667
6;24;22.792;31.8
6;11;22.792;31.466666666666665
6;9;22.792;31.616666666666667
6;17;22.792;31.383333333333333
6;47;22.792;31.8
39;1;22.79;38.266666666666666
12;42;22.739;32.88333333333333
48;32;22.733;29.183333333333334
12;34;22.721;31.683333333333334
43;17;22.706;34.916666666666664
31;13;22.704;31.95
31;48;22.704;32.5
31;41;22.703;32.516666666666666
39;14;22.679;15.016666666666667
37;12;22.656;30.883333333333333
1;12;22.656;31.533333333333335
37;39;22.653;36.96666666666667
39;49;22.643;34.85
21;22;22.637;31.05
21;50;22.636;31.183333333333334
41;32;22.626;28.05
4;25;22.579;40.31666666666667
47;32;22.574;27.1
6;1;22.515;31.066666666666666
33;39;22.475;35.666666666666664
10;39;22.474;35.93333333333333
46;40;22.474;31.35
48;40;22.467;32.53333333333333
21;40;22.438;30.55
43;34;22.412;36.4
46;31;22.391;27.033333333333335
43;42;22.391;35.45
46;43;22.39;27.4
15;32;22.328;28.666666666666668
13;31;22.326;28.866666666666667
45;31;22.326;29.216666666666665
45;43;22.325;29.383333333333333
13;43;22.325;28.716666666666665
36;12;22.322;30.8
29;12;22.321;30.816666666666666
50;12;22.321;30.016666666666666
20;12;22.321;30.7
28;12;22.321;30.683333333333334
2;12;22.321;30.2
26;12;22.321;30.416666666666668
30;43;22.317;26.616666666666667
47;6;22.266;28.166666666666668
35;39;22.186;35.31666666666667
12;38;22.166;30.3
31;46;22.157;30.8
40;21;22.151;32.81666666666667
1;39;22.146;35.45
6;42;22.131;30.983333333333334
6;34;22.112;30.016666666666666
34;12;22.106;28.9
10;6;22.075;29.116666666666667
39;50;22.062;39.78333333333333
24;39;21.978;36.483333333333334
12;48;21.953;26.816666666666666
12;41;21.952;26.866666666666667
11;39;21.943;35.88333333333333
10;32;21.917;24.433333333333334
26;21;21.883;30.466666666666665
22;21;21.883;30.616666666666667
50;21;21.883;30.466666666666665
20;21;21.883;30.783333333333335
2;21;21.883;30.7
28;21;21.883;30.383333333333333
3;21;21.882;30.566666666666666
37;21;21.882;30.383333333333333
4;21;21.882;30.35
22;6;21.858;29.083333333333332
40;31;21.816;32.983333333333334
40;43;21.815;33.21666666666667
24;6;21.812;29.866666666666667
35;6;21.812;30.066666666666666
9;6;21.812;30.083333333333332
11;6;21.811;30.0
49;6;21.811;30.0
32;16;21.793;33.21666666666667
12;13;21.784;26.966666666666665
17;12;21.772;32.9
39;23;21.713;32.983333333333334
32;28;21.708;22.8
33;6;21.704;27.933333333333334
49;39;21.677;31.433333333333334
11;32;21.653;25.533333333333335
33;32;21.564;25.75
6;38;21.557;28.183333333333334
9;39;21.528;33.35
34;6;21.444;26.566666666666666
27;12;21.397;31.416666666666668
21;44;21.379;23.85
39;17;21.367;31.9
1;6;21.357;29.15
37;6;21.356;28.533333333333335
39;38;21.349;32.166666666666664
6;48;21.344;25.216666666666665
6;41;21.344;25.35
9;32;21.326;25.883333333333333
25;22;21.312;34.03333333333333
25;50;21.308;33.96666666666667
12;21;21.291;29.566666666666666
24;32;21.251;24.433333333333334
25;12;21.245;32.766666666666666
23;12;21.23;31.016666666666666
25;40;21.19;33.28333333333333
8;27;21.188;14.15
6;13;21.175;25.2
25;30;21.111;32.81666666666667
39;34;21.073;33.516666666666666
12;46;21.063;27.866666666666667
21;18;21.063;22.933333333333334
18;6;21.061;30.0
38;12;21.061;29.65
39;42;21.052;32.03333333333333
29;6;21.022;28.283333333333335
50;6;21.022;27.716666666666665
26;6;21.022;28.016666666666666
20;6;21.022;28.15
2;6;21.022;27.95
28;6;21.022;27.933333333333334
36;6;21.022;28.316666666666666
43;41;21.0;30.9
43;48;21.0;30.95
43;13;21.0;30.916666666666668
25;33;20.953;33.88333333333333
25;49;20.915;31.583333333333332
25;35;20.915;31.466666666666665
25;17;20.915;31.4
25;24;20.915;31.916666666666668
25;9;20.914;31.1
25;10;20.914;31.1
25;23;20.914;31.766666666666666
25;11;20.914;31.283333333333335
31;6;20.909;31.083333333333332
43;6;20.908;30.766666666666666
44;6;20.908;30.9
21;12;20.875;25.483333333333334
6;21;20.796;27.75
42;12;20.783;27.783333333333335
3;25;20.741;38.016666666666666
21;32;20.74;26.066666666666666
48;12;20.714;27.883333333333333
32;21;20.705;33.75
30;25;20.69;34.016666666666666
35;32;20.69;23.216666666666665
39;12;20.64;30.783333333333335
32;29;20.634;22.8
32;37;20.634;23.216666666666665
32;26;20.634;23.666666666666668
32;13;20.633;33.3
39;40;20.585;31.45
6;46;20.569;26.383333333333333
45;12;20.546;28.266666666666666
41;12;20.546;27.683333333333334
13;12;20.546;27.383333333333333
21;6;20.538;25.4
19;27;20.53;12.966666666666667
42;6;20.528;27.116666666666667
39;30;20.494;30.566666666666666
25;20;20.473;35.7
17;6;20.473;30.45
17;39;20.456;33.583333333333336
43;46;20.453;29.266666666666666
18;21;20.418;29.216666666666665
44;21;20.418;29.166666666666668
15;16;20.36;26.75
42;32;20.324;26.516666666666666
17;32;20.324;26.55
23;32;20.324;26.75
13;32;20.323;26.516666666666666
46;32;20.323;26.533333333333335
15;27;20.32;24.966666666666665
15;7;20.32;24.966666666666665
15;5;20.319;24.916666666666668
15;14;20.319;25.333333333333332
25;42;20.253;31.083333333333332
7;15;20.252;29.15
14;15;20.252;28.666666666666668
5;15;20.252;28.45
40;25;20.225;36.36666666666667
46;12;20.216;25.3
43;30;20.2;27.25
7;30;20.187;12.233333333333333
32;49;20.141;30.9
27;6;20.098;29.083333333333332
27;39;20.079;33.15
23;6;19.931;28.5
30;3;19.801;25.916666666666668
30;4;19.801;25.7
38;6;19.762;27.166666666666668
13;6;19.752;26.1
45;6;19.752;26.9
41;6;19.752;26.333333333333332
3;39;19.748;35.53333333333333
12;25;19.729;35.13333333333333
25;38;19.679;28.016666666666666
39;13;19.661;28.316666666666666
39;48;19.661;28.333333333333332
39;41;19.661;28.433333333333334
46;6;19.644;24.25
12;39;19.633;32.63333333333333
9;25;19.457;32.03333333333333
35;25;19.457;31.883333333333333
24;25;19.457;31.883333333333333
49;25;19.456;32.166666666666664
11;25;19.456;32.0
1;32;19.452;28.566666666666666
48;6;19.415;25.866666666666667
30;39;19.414;30.366666666666667
22;25;19.391;33.28333333333333
8;45;19.372;16.633333333333333
25;6;19.307;28.666666666666668
25;13;19.298;25.0
25;48;19.239;24.85
25;41;19.239;24.766666666666666
26;32;19.156;23.183333333333334
40;32;19.156;23.733333333333334
29;32;19.156;23.233333333333334
2;32;19.156;23.316666666666666
20;32;19.156;23.566666666666666
36;32;19.156;23.116666666666667
34;32;19.156;23.266666666666666
22;32;19.156;23.616666666666667
50;32;19.156;23.183333333333334
37;32;19.156;23.4
28;32;19.156;23.066666666666666
4;32;19.155;23.25
3;32;19.155;23.783333333333335
34;39;19.155;28.433333333333334
38;39;19.137;29.466666666666665
39;46;19.114;26.366666666666667
13;39;19.111;25.45
45;39;19.111;25.8
48;39;19.1;27.15
23;39;19.096;31.266666666666666
